Tweet,message,match,Polarity
1489,RT XtinaMartin Halifax Dartmouth and HRM TONIGHT we get to play CarletonHalifax to celebrate our new album Wonderful Lie Show s,celebrate,Positive
1490,RT MikeFougere96 Hey fellas this would be manslaughter today right 02 Jr A Halifax Oland Exports spittinchiclets RearAdBsBlog Bi,right,Positive
1491,Big ThankYou to aircanada staff amp pilots that got us to YYT safely today on AC680 Had to circle land in Halif,safely,Positive
1492,Glow Halifax I like this idea as well I ll get a ticket soon Looks incredible,like well incredible,Positive
1493,RT a mcfarlane80 A couple of RNSPrepGirls catching up after the game at the Halifax Forum tonight Great to see the girls still on the i,None,Neutral
1494,4 vehicles on the bridges were damage,damage,Negative
1495,RT vetscanada Hey Halifax military members Veterans and families Please see below for a great BOGO offer from HFXThunderbirds An oppor,great,Positive
1496,4 vehicles on the bridges were damage,damage,Negative
1497,SMUHuskies stop their 2 game slide with a 5 2 win over aiglesbleus in Halifax Anthony Repaci the player of the,win,Positive
1498,RT ResqYouth We have failed you Halifax police chief apologizes for street checks mistreatment of black people CBC News,failed,Negative
1499,4 vehicles on the bridges were damage,damage,Negative
1500,4 vehicles on the bridges were damage,damage,Negative
1501,RT ENNISmusic Due to weather delays out of Halifax amp travel complications we ve had to cancel our show in Banff We did our best to get,None,Neutral
1502,4 vehicles on the bridges were damage,damage,Negative
1503,cityandcolour is making us all swoon Thanks for making Halifax your final stop,None,Neutral
1504,RT char x0 LeiNoire If you have a Halifax debit or credit card they re doing 5 cashback on Emirates flights x,cashback,Positive
1505,VAN,None,Neutral
1506,4 vehicles on the bridges were damage,damage,Negative
1507,MrQuaDriller lovestoned strangestquiet I think Lawton s here in Freddy let you rent out the lamp to try for 40 b,None,Neutral
1508,4 vehicles on the bridges w,None,Neutral
1509,I like to think about this sad bus stop which is a major transfer point and serves hundreds of buses a day in Hali,None,Neutral
1510,,None,Neutral
1511,sheisgizmo I literally call a cab a half hour before it needs to arrive BC HALIFAX CABS SUCK WHERE IS Uber,None,Neutral
1512,9 Hali,None,Neutral
1513,Halifax I gifted you some subs Hali you the man maybe cheer for the browns,gifted cheer,Positive
1514,RT snolen This is a powerful argument on behalf of that benighted anachronism the print newspaper by kyles oreskovich the excellen,powerful,Positive
1515,Aussie meets Halifax Hell Sauce Yes it s hot so two pitchers later live is great EarlsSignature Oasi,hot great,Positive
1516,RT ENNISmusic Due to weather delays out of Halifax amp travel complications we ve had to cancel our show in Banff We did our best to get,None,Neutral
1517,RT stevenlaffoley Steven Laffoley has penned a gem He paints a picture of Halifax as a background for a murder mystery with an overlay,murder mystery,Negative
1518,RT Canada The Halifax Lights Festival starts tomorrow For the next week downtown Halifax will be featuring bright lights warm drinks,bright warm,Positive
1519,guitardrone Jenn and I are leaning towards Halifax Dartmouth If I had it my way we d leave tomorrow,None,Neutral
1520,GamiGreenGlobe Frid,None,Neutral
1521,Halifax police chief apologizes for street checks and historical mistreatment,None,Neutral
1522,grahampub There are people in Halifax that work past 6 outside the service industry,work,Positive
1523,Due to weather delays out of Halifax amp travel complications we ve had to cancel our show in Banff We did our best,None,Neutral
1524,Heading out for a few drinks at Hotel Halifax,None,Neutral
1525,A couple of RNSPrepGirls catching up after the game at the Halifax Forum tonight Great to see the girls still on,None,Neutral
1526,A survey indicated just 28 per cent of,None,Neutral
1527,RT deadinHalifax Samuel Tupper drowned in Halifax Harbour September 2 1876 during a yacht race representing what would become RNSYS H,None,Neutral
1528,RT cropsphere We are excited welcome scharleb as a keynote to CropSphere 2020 in YXE Dr Sylvain Charlebois is a Professor in food di,excited welcome,Positive
1529,T,None,Neutral
1530,LeiNoire If you have a Halifax debit or credit card they re doing 5 cashback on Emirates flights x,cashback,Positive
1531,Report reveals Black residents of Halifax are street checked at a rate of 6 times that of whites 6 times Such a c,None,Neutral
1532,Your favourites delivered in 45 minutes is your online convenience,convenience,Positive
1533,This is a powerful argument on behalf of that benighted anachronism the print newspaper by kyles oreskovich,powerful,Positive
1534,Cheers to ohitsthatjen for her addy and number my Mum for her mobile phone and Halifax for finally cooperating Team Work innit,None,Neutral
1535,RT StuartReidBooks Bit chilly in Halifax today but I m from up North of the Wall so had to put a brave face on it Swaggered into school,None,Neutral
1536,Fri 2100 Temp 2 5 C Windchill 10 Wind NW 34 km h gust 48 km h Humidity 70 Press 100 1 kPa falling,falling,Negative
1537,Machzy Maybe in the Halifax traffic chaos yesterday I bet everyone who went through that will carry snacks going forward,chaos,Negative
1538,9pm Halifax Shearwater Weather,None,Neutral
1539,som,None,Neutral
1540,RT familyfunyhz Nothing says the holidays quite like the majestically lit Christmas Tree Join in the FREE Family Fun at theseTree Lighti,like,Positive
1541,RT AndyFillmoreHFX There s still time to drop off toys at the Q104ToyDrive Open today until 7pm at Highfield Park Fire Station I just,None,Neutral
1542,Parking facing the opposite direction of traffic is the kind of thing that gets you a ticket in halifax Unless yo,None,Neutral
1543,RT AndyFillmoreHFX There s still time to drop off toys at the Q104ToyDrive Open today until 7pm at Highfield Park Fire Station I just,None,Neutral
1544,Far too many times we have failed you Halifax police chief issues historic apology for racial profiling via,failed issues,Negative
1545,We couldn t agree more,None,Neutral
1546,RT ranazamanNS Will anyone be held accountable for the harm and damage caused by another Zionist smear campaign Jerusalem Post TheTor,harm damage smear,Negative
1547,RT CBCNS Prof says more roads better transit needed in wake of storm that trapped motorists,None,Neutral
1548,Councillor ignites controversy over south end Halifax developmen lokol halifax,controversy,Negative
1549,Gather the ones you love and step inside our twinkling wonderland where the magic of the,love magic,Positive
1550,1 Book Panto tickets for Cinderella 27th 31st Dec at the theatre viaduct Halifax before they,None,Neutral
1551,simran dhunna What job you got in Halifax after you graduated I think your major was business,None,Neutral
1552,During our Black Friday Sale this Saturday orangetheory Halifax will be hanging out in the store for a few hours,None,Neutral
1553,VAN,None,Neutral
1554,RT halifaxnews Prof says more roads better transit needed in wake of storm that trapped motorists,None,Neutral
1555,MichaelCowtan TrishPalmerYVR I was born at the Grace Maternity Hospital in Halifax but when I want a taxi in Vict,None,Neutral
1556,So stressful trying to guide a drink Sam around Halifax to help him get home safe whilst I m at home in bed,None,Neutral
1557,VAN,None,Neutral
1558,RT CTVAtlantic UPDATED Halifax police apologize to black community for pain caused by street checks Includes VIDEO report by EmilyBCCT,pain,Negative
1559,We didn t get our re designed crosswalk but we got this pretty sign LowerSackville Halifax Crosswalk,pretty,Positive
1560,RT AnneChoma Who is that flying over the mills of Halifax with her umbrella Sophie Peanut amandawalgrove gentlemanjack annelister ht,None,Neutral
1561,promo http,None,Neutral
1562,UPDATED Halifax police apologize to black community for pain caused by street checks Includes VIDEO report by,pain,Negative
1563,rdiasresearcher MSVU Halifax desrotulandoapp I m so glad you were able to come The students were thrilled,glad thrilled,Positive
1564,RT mraspinall See you tomorrow Halifax CodeBreaker,None,Neutral
1565,Hm do I go to Halifax on Monday Tuesday or do I take the time alone,None,Neutral
1566,RT EzekielANovel After the storm Halifax River StormHour,None,Neutral
1567,RT ActionTime InjusticeHalifax police apologize to black community for pain caused by street checks Retweet,pain,Negative
1568,RT thestarcalgary Halifax Water s plan to pay to replace homeowners lead pipes the first of its kind in Canada has cleared its first,lead cleared,Positive
1569,Only 20 minutes to Halifax this horse property features a 60 x 120 indoor arena and all of th,None,Neutral
1570,Halifax police chief apologizes for street checks and historical mistreatment,None,Neutral
1571,Halifax drdisrespect For you in game character in pubg,None,Neutral
1572,visitnovascotia lunenburg Harbour ex,None,Neutral
1573,RT MariaCaines This gridlock happens every year on the 1st snowfall Yesterday wasn t even really a storm in Halifax People didn t ma,None,Neutral
1574,halifax is just 1930 s toronto,None,Neutral
1575,Thanks for coming out roomie rdiasresearcher Togetherstronger NSgottent ResearchMSVU MSVU Halifax,None,Neutral
1576,BizNasty2point0 spittinchiclets RearAdBsBlog ryanwhitney6 Just talked to the lady at NSLC here in Halifax they,None,Neutral
1577,He was RELEASED on a number of conditions a,None,Neutral
1578,Too long in coming,None,Neutral
1579,VAN,None,Neutral
1580,ron eisele How did Halifax compare to Liberator,None,Neutral
1581,MartynWaites UKGSF1 You missed the Halifax Ghost Story Festival then Give Andrew my regards Starve Acre was superb,None,Neutral
1582,RT ron eisele Handley Page HP70 Halifax C Mk VIII,None,Neutral
1583,After tonight and a quick couple of things in the morning,None,Neutral
1584,NikiJabbour Halifaxseed NeptuneTheatre BookmarkHalifax MadeMaritimes HfxSeaportMrkt PropsFloral magsstore,None,Neutral
1585,Today 29 11 19 Winter Special lo,None,Neutral
1586,Today 29 11 19 Winter Special lo,None,Neutral
1587,He was RELEASED on a number of condit,None,Neutral
1588,It s a great night peakawards Halifax Marriott Harbourfront Hotel,great,Positive
1589,Halifax drdisrespect For who Fit Mitty Lol,None,Neutral
1590,VAN,None,Neutral
1591,RT HamptonHalifax After a long day of shopping unwind by the fire at Hampton Inn amp Suites Dartmouth Crossing ht,None,Neutral
1592,M60 J24 clockwise exit Huddersfield Halifax Accident Full details at Updated every 5 minutes,None,Neutral
1593,HOT CEO Halifax HalifaxOppTrust ElsieWhiteley happydays org They were very scary,scary,Negative
1594,RT HfxIsBurning Hey friends WHOOPszo are stranded in Halifax after last night s sudden storm and subsequent van issues They ve definit,issues,Negative
1595,I really want to visit Halifax When I was younger I actually wanted to go to Dalhousie,None,Neutral
